seed,focal,startIndex,q,T,kalmanSquaredError,holdSquaredError,variance,covered
101,7,41,0.0001,60,0.446243441806899,0.122653902954457,10.3200544534141,1
101,7,41,0.0001,120,2.86001839227116,0.119239587009091,70.0789037415827,1
101,7,61,0.0001,30,0.00387428994338966,0.000413616706986365,1.68021537013102,1
101,7,61,0.0001,60,0.00589139498309932,4.98343452200405e-05,10.3200544534141,1
101,7,61,0.0001,120,0.013145354682088,0.00280673829397379,70.0789037415827,1
101,8,41,1e-08,30,1.31511408265717,0.0408507521641781,0.000511393838153745,0
101,8,41,1e-08,60,7.74504376045809,0.0645345889802715,0.00188882742211014,0
101,8,41,1e-08,120,0.0218383808084495,0.077216391342783,0.00965274561946435,1
101,8,61,1e-08,30,8.22128272710427,8.60967411396902,0.000511393838153745,0
101,8,61,1e-08,60,9.05512584037414,9.79666136575435,0.00188882742211014,0
101,8,61,1e-08,120,1.32896401044984,1.9079301033589,0.00965274561946435,0
101,8,41,1e-06,30,8.21732238012377,0.0408507521641781,0.0175581569974071,0
101,8,41,1e-06,60,0.149270467094216,0.0645345889802715,0.105439709753164,1
101,8,41,1e-06,120,0.279899448233686,0.077216391342783,0.70847130360818,1
101,8,61,1e-06,30,8.46843579370278,8.60967411396902,0.0175581569974071,0
101,8,61,1e-06,60,9.49875545156187,9.79666136575435,0.105439709753164,0
101,8,61,1e-06,120,1.65313235212643,1.9079301033589,0.70847130360818,1
101,8,41,0.0001,30,8.67192192068835,0.0408507521641781,1.68021537013102,0
101,8,41,0.0001,60,0.0591586563278967,0.0645345889802715,10.3200544534141,1
101,8,41,0.0001,120,0.0655957555548822,0.077216391342783,70.0789037415827,1
101,8,61,0.0001,30,8.47331349233787,8.60967411396902,1.68021537013102,0
101,8,61,0.0001,60,9.50678554377157,9.79666136575435,10.3200544534141,1
101,8,61,0.0001,120,1.65887554317099,1.9079301033589,70.0789037415827,1
101,9,41,1e-08,30,0.85386451929198,0.110014694151303,0.000511393838153745,0
101,9,41,1e-08,60,3.49657738345908,0.269007888966515,0.00188882742211014,0
101,9,41,1e-08,120,4.75109914229015,0.303349328602537,0.00965274561946435,0
101,9,61,1e-08,30,1.08119390371179,8.19766473418988,0.000511393838153745,0
101,9,61,1e-08,60,0.817279025077833,4.28832210441786,0.00188882742211014,0
101,9,61,1e-08,120,1.69124358144114,0.458544944146489,0.00965274561946435,0
101,9,41,1e-06,30,0.138500738484638,0.110014694151303,0.0175581569974071,0
101,9,41,1e-06,60,0.37606199239524,0.269007888966515,0.105439709753164,1
101,9,41,1e-06,120,0.567859883821924,0.303349328602537,0.70847130360818,1
101,9,61,1e-06,30,0.0779244804476485,8.19766473418988,0.0175581569974071,0
101,9,61,1e-06,60,9.52723108455424,4.28832210441786,0.105439709753164,0
101,9,61,1e-06,120,8.63890015488627,0.458544944146489,0.70847130360818,0
101,9,41,0.0001,30,0.245027077769026,0.110014694151303,1.68021537013102,1
101,9,41,0.0001,60,0.71477353546156,0.269007888966515,10.3200544534141,1
101,9,41,0.0001,120,1.45078637782628,0.303349328602537,70.0789037415827,1
101,9,61,0.0001,30,0.119620683816078,8.19766473418988,1.68021537013102,1
101,9,61,0.0001,60,8.78322729933535,4.28832210441786,10.3200544534141,1
101,9,61,0.0001,120,9.66276696112537,0.458544944146489,70.0789037415827,1
101,10,41,1e-08,30,1.58272069614202,0.00790593944292601,0.000511393838153745,0
101,10,41,1e-08,60,8.48830624808807,0.0351449842404254,0.00188882742211014,0
101,10,41,1e-08,120,0.00151200856683984,0.577989930656832,0.00965274561946435,1
101,10,61,1e-08,30,0.306485026680149,0.318777719816644,0.000511393838153745,0
101,10,61,1e-08,60,0.0248757499164776,0.00595370512092874,0.00188882742211014,0
